,platform,year,genre,publisher,na_sales,global_sales
2751,17,2009.0,0,21,0.31,0.75
2752,4,2008.0,0,21,0.42,0.75
2753,17,2010.0,6,126,0.31,0.75
2754,16,2001.0,2,85,0.22,0.75
2755,16,2006.0,10,138,0.62,0.75
2756,27,2014.0,3,524,0.4,0.75
2757,28,2014.0,8,493,0.46,0.75
2758,17,2014.0,4,455,0.2,0.75
2759,17,2009.0,7,21,0.49,0.75
2760,4,2008.0,10,445,0.29,0.75
2761,28,2012.0,1,58,0.55,0.75
2762,17,2011.0,0,347,0.3,0.74
2763,4,2006.0,2,359,0.0,0.74
2764,16,2001.0,3,455,0.36,0.74
2765,17,2010.0,7,445,0.2,0.74
2766,16,2001.0,6,17,0.36,0.74
2767,19,2007.0,8,524,0.42,0.74
2768,28,2011.0,7,464,0.36,0.74
2769,2,2012.0,0,547,0.41,0.74
2770,19,2006.0,2,325,0.67,0.74
2771,2,2015.0,7,359,0.16,0.74
2772,6,2001.0,3,275,0.42,0.74
2773,17,2011.0,8,66,0.29,0.74
2774,27,2013.0,0,547,0.31,0.74
2775,17,2010.0,6,21,0.22,0.74
2777,26,2007.0,3,53,0.68,0.74
2778,29,2005.0,6,493,0.61,0.74
2779,13,2011.0,0,138,0.16,0.74
2780,6,2002.0,0,138,0.53,0.74
2781,16,2001.0,10,138,0.36,0.74
2782,26,2009.0,0,21,0.36,0.74
2783,15,1999.0,6,455,0.41,0.74
2784,17,2012.0,2,347,0.27,0.74
2785,29,2002.0,8,53,0.59,0.74
2787,17,2007.0,0,126,0.17,0.74
2788,17,2007.0,10,138,0.22,0.74
2789,17,2012.0,2,55,0.3,0.74
2790,6,2003.0,7,359,0.31,0.74
2791,4,2007.0,9,430,0.44,0.74
2792,17,2010.0,7,464,0.28,0.73
2793,4,2007.0,9,138,0.63,0.73
2794,15,1997.0,10,138,0.14,0.73
2795,23,1993.0,2,347,0.0,0.73
2796,6,2004.0,4,359,0.4,0.73
2797,13,2013.0,8,21,0.23,0.73
2798,5,1991.0,5,359,0.0,0.73
2799,10,1998.0,2,177,0.55,0.73
2800,28,2011.0,6,91,0.11,0.73
2801,26,2009.0,10,138,0.63,0.73
2802,4,2005.0,4,359,0.37,0.73
2803,15,1999.0,4,164,0.41,0.73
2804,4,2007.0,3,359,0.0,0.73
2805,29,2001.0,4,53,0.54,0.73
2806,0,1981.0,8,53,0.68,0.73
2807,28,2010.0,10,138,0.61,0.73
2808,13,2014.0,7,138,0.32,0.73
2809,4,2009.0,1,21,0.67,0.73
2810,28,2011.0,6,91,0.23,0.73
2811,28,2006.0,10,138,0.67,0.73
2812,26,2011.0,3,359,0.0,0.73
2813,29,2004.0,11,487,0.54,0.73
2814,16,2004.0,5,347,0.47,0.73
2815,6,2003.0,0,53,0.52,0.73
2816,17,2012.0,0,455,0.47,0.73
2817,26,2009.0,0,524,0.33,0.73
2818,16,2001.0,10,91,0.36,0.73
2819,28,2009.0,6,487,0.52,0.73
2820,4,2008.0,9,524,0.34,0.73
2821,28,2012.0,10,138,0.38,0.72
2822,2,2012.0,9,359,0.16,0.72
2823,7,2002.0,8,138,0.56,0.72
2824,13,2012.0,11,493,0.26,0.72
2825,4,2009.0,4,524,0.35,0.72
2826,6,2005.0,0,524,0.52,0.72
2827,16,2005.0,0,21,0.6,0.72
2828,26,2012.0,0,138,0.19,0.72
2829,19,2010.0,0,528,0.0,0.72
2830,18,2014.0,7,464,0.32,0.72
2831,15,1998.0,11,347,0.0,0.72
2832,15,1996.0,8,177,0.4,0.72
2833,16,2007.0,10,138,0.59,0.72
2834,29,2002.0,8,138,0.53,0.72
2835,16,2006.0,10,138,0.6,0.72
2836,15,1999.0,6,53,0.4,0.72
2837,6,2005.0,0,445,0.0,0.72
2839,28,2007.0,10,461,0.67,0.72
2840,15,2001.0,2,21,0.4,0.72
2841,28,2013.0,0,6,0.35,0.72
2842,16,2001.0,3,455,0.35,0.72
2843,0,1982.0,4,53,0.67,0.72
2844,17,2010.0,8,21,0.18,0.72
2845,19,2007.0,0,109,0.23,0.72
2846,28,2007.0,10,138,0.62,0.72
2847,6,2002.0,5,53,0.51,0.72
2848,28,2011.0,6,524,0.25,0.72
2849,17,2009.0,10,455,0.66,0.72
2850,27,2012.0,7,359,0.26,0.72
2851,16,2003.0,9,347,0.05,0.72
2852,17,2011.0,1,120,0.3,0.72
2853,15,1998.0,0,137,0.4,0.72
2854,4,2010.0,10,138,0.13,0.72
2855,13,2007.0,8,138,0.0,0.72
2856,13,2010.0,8,138,0.19,0.71
2857,29,2002.0,0,138,0.45,0.71
2858,29,2002.0,10,138,0.67,0.71
2859,26,2007.0,7,464,0.18,0.71
2860,17,2013.0,10,455,0.66,0.71
2861,28,2011.0,9,275,0.42,0.71
2862,18,2015.0,0,464,0.16,0.71
2863,16,2003.0,2,445,0.35,0.71
2864,17,2011.0,10,493,0.17,0.71
2865,15,2000.0,0,137,0.23,0.71
2866,17,2007.0,0,499,0.18,0.71
2867,16,2002.0,6,256,0.35,0.71
2868,2,2014.0,7,362,0.33,0.71
2869,19,2007.0,10,138,0.6,0.71
2870,7,2002.0,2,53,0.55,0.71
2871,15,2000.0,6,17,0.4,0.71
2872,29,2005.0,1,323,0.49,0.71
2873,16,2003.0,0,275,0.35,0.71
2874,19,2008.0,10,138,0.65,0.71
2875,18,2015.0,7,464,0.29,0.71
2876,7,2002.0,11,275,0.49,0.71
2877,26,2009.0,3,547,0.42,0.71
2878,17,2010.0,10,455,0.66,0.71
2879,7,2002.0,4,527,0.55,0.71
2880,6,2004.0,0,487,0.51,0.71
2881,16,2004.0,0,487,0.35,0.71
2882,2,2015.0,3,359,0.0,0.71
2883,10,1999.0,6,277,0.51,0.71
2884,10,1999.0,2,17,0.57,0.71
2885,10,1997.0,0,359,0.39,0.71
2886,19,2010.0,0,547,0.14,0.71
2887,23,1995.0,7,415,0.0,0.71
2888,7,2003.0,5,359,0.2,0.71
2889,13,2013.0,10,445,0.0,0.71
2890,15,1995.0,2,455,0.15,0.71
2891,19,2010.0,2,487,0.22,0.71
2892,15,1997.0,3,214,0.39,0.71
2893,15,1998.0,8,17,0.39,0.71
2894,30,2015.0,0,275,0.37,0.71
2895,28,2007.0,7,460,0.41,0.71
2896,29,2005.0,8,21,0.53,0.71
2897,28,2008.0,10,138,0.65,0.71
2898,28,2008.0,10,138,0.5,0.71
2899,17,2013.0,8,455,0.3,0.71
2900,19,2005.0,0,21,0.35,0.71
2901,17,2014.0,10,138,0.15,0.71
2902,17,2012.0,10,445,0.06,0.7
2903,28,2011.0,10,138,0.55,0.7
2904,7,2003.0,10,21,0.54,0.7
2905,28,2008.0,7,464,0.34,0.7
2906,23,1994.0,5,224,0.0,0.7
2907,15,1998.0,11,540,0.39,0.7
2908,4,2008.0,9,138,0.32,0.7
2909,29,2001.0,0,21,0.52,0.7
2910,28,2007.0,10,138,0.65,0.7
2911,16,2003.0,8,455,0.34,0.7
2912,4,2011.0,9,21,0.54,0.7
2913,7,2004.0,10,138,0.54,0.7
2914,6,2001.0,0,296,0.5,0.7
2915,16,2001.0,6,53,0.34,0.7
2916,15,1997.0,10,138,0.39,0.7
2917,29,2005.0,7,323,0.48,0.7
2918,17,2009.0,8,21,0.28,0.7
2919,4,2010.0,9,138,0.39,0.7
2920,27,2014.0,0,21,0.39,0.7
2921,17,2010.0,0,524,0.19,0.7
2922,15,1998.0,7,465,0.04,0.7
2923,6,2001.0,11,359,0.5,0.7
2924,4,2009.0,1,126,0.38,0.7
2925,4,2009.0,9,487,0.43,0.7
2926,19,2005.0,4,455,0.52,0.7
2927,16,2000.0,6,138,0.34,0.7
2928,17,2009.0,9,6,0.34,0.7
2929,17,2012.0,0,455,0.13,0.7
2930,15,2000.0,10,138,0.39,0.7
2931,16,2004.0,0,233,0.34,0.7
2932,16,2000.0,9,347,0.16,0.7
2933,17,2015.0,0,275,0.21,0.7
2934,16,2002.0,8,137,0.34,0.7
2935,28,2010.0,10,524,0.38,0.7
2936,17,2008.0,10,455,0.64,0.7
2937,6,2004.0,1,359,0.37,0.7
2938,23,1994.0,7,359,0.0,0.7
2939,6,2005.0,4,126,0.5,0.7
2940,0,1981.0,0,506,0.65,0.69
2941,28,2014.0,10,493,0.38,0.69
2942,2,2014.0,0,547,0.28,0.69
2943,28,2009.0,0,21,0.42,0.69
2944,19,2007.0,0,275,0.26,0.69
2945,26,2010.0,0,126,0.47,0.69
2946,28,2007.0,0,21,0.54,0.69
2948,15,1997.0,6,138,0.39,0.69
2949,29,2005.0,8,323,0.54,0.69
2950,17,2015.0,1,334,0.25,0.69
2951,16,2005.0,0,325,0.58,0.69
2952,19,2006.0,6,487,0.64,0.69
2953,17,2014.0,0,21,0.24,0.69
2954,6,2004.0,3,359,0.5,0.69
2955,11,1984.0,4,347,0.0,0.69
2956,23,1993.0,10,347,0.0,0.69
2957,7,2003.0,2,53,0.53,0.69
2958,15,1998.0,10,455,0.38,0.69
2959,17,2010.0,4,455,0.52,0.69
2960,17,2013.0,0,347,0.0,0.69
2961,13,2013.0,0,524,0.22,0.69
2962,7,2002.0,0,138,0.53,0.69
2963,17,2011.0,6,138,0.2,0.69
2964,7,2003.0,0,138,0.53,0.69
2965,2,2015.0,3,359,0.01,0.69
2966,28,2007.0,6,487,0.55,0.69
2967,28,2008.0,7,464,0.25,0.69
2968,4,2013.0,4,126,0.28,0.69
2969,13,2011.0,9,138,0.27,0.69
2970,16,2004.0,7,246,0.34,0.68
2971,6,2004.0,0,21,0.49,0.68
2972,30,2014.0,8,138,0.39,0.68
2973,26,2012.0,0,359,0.34,0.68
2974,26,2009.0,0,21,0.6,0.68
2975,15,1997.0,0,288,0.38,0.68
2976,26,2011.0,7,359,0.32,0.68
2977,29,2003.0,10,138,0.62,0.68
2978,17,2008.0,0,445,0.32,0.68
2979,18,2015.0,0,126,0.21,0.68
2980,17,2007.0,4,21,0.26,0.68
2981,29,2004.0,10,138,0.63,0.68
2982,15,1997.0,2,177,0.38,0.68
2983,27,2013.0,4,524,0.26,0.68
2984,7,2003.0,2,511,0.53,0.68
2985,16,2005.0,0,524,0.57,0.68
2986,19,2007.0,10,455,0.21,0.68
2987,18,2014.0,0,120,0.22,0.68
2988,4,2010.0,7,359,0.32,0.68
2989,29,2005.0,0,288,0.54,0.68
2990,18,2014.0,8,6,0.22,0.68
2991,30,2016.0,8,66,0.39,0.68
2992,15,1998.0,2,465,0.25,0.68
2993,15,1998.0,7,275,0.15,0.68
2994,30,2015.0,6,138,0.3,0.68
2995,4,2007.0,6,487,0.63,0.68
2996,29,2005.0,10,138,0.29,0.68
2997,4,2009.0,1,176,0.19,0.68
2998,26,2006.0,8,524,0.55,0.68
2999,29,2004.0,2,138,0.51,0.68
3000,16,2006.0,6,455,0.28,0.68
3001,13,2008.0,7,138,0.0,0.68
3002,16,2002.0,7,53,0.23,0.68
3003,26,2011.0,3,170,0.59,0.68
3004,17,2008.0,0,513,0.35,0.68
3005,16,2004.0,3,325,0.33,0.68
3006,4,2008.0,3,359,0.13,0.67
3007,17,2007.0,8,325,0.33,0.67
3008,4,2007.0,7,464,0.22,0.67
3009,29,2003.0,8,21,0.49,0.67
3010,30,2013.0,6,138,0.45,0.67
3011,17,2012.0,0,547,0.26,0.67
3012,17,2007.0,8,493,0.2,0.67
3013,15,1998.0,10,138,0.37,0.67
3014,4,2010.0,1,126,0.4,0.67
3015,15,1996.0,8,275,0.37,0.67
3016,17,2006.0,9,524,0.35,0.67
3017,29,2004.0,2,138,0.46,0.67
3018,30,2014.0,8,66,0.33,0.67
3019,26,2010.0,10,487,0.49,0.67
3020,4,2006.0,3,432,0.0,0.67
3021,15,1998.0,0,455,0.37,0.67
3022,29,2005.0,8,21,0.48,0.67
3023,16,2002.0,9,318,0.22,0.67
3024,26,2008.0,6,138,0.27,0.67
3025,26,2008.0,3,347,0.0,0.67
3026,13,2015.0,7,347,0.2,0.67
3027,19,2005.0,10,445,0.16,0.67
3028,18,2014.0,0,547,0.24,0.67
3029,19,2007.0,0,487,0.22,0.67
3030,13,2011.0,7,528,0.44,0.67
3031,15,1999.0,7,455,0.19,0.67
3032,26,2008.0,10,524,0.0,0.67
3033,28,2010.0,0,275,0.42,0.67
3034,13,2013.0,8,493,0.28,0.67
3035,18,2015.0,1,334,0.23,0.67
3036,26,2008.0,5,524,0.18,0.67
3037,4,2010.0,9,6,0.4,0.67
3038,26,2008.0,0,21,0.3,0.67
3039,26,2010.0,3,292,0.56,0.67
3040,13,2008.0,11,138,0.01,0.67
3041,16,2003.0,4,487,0.33,0.67
3042,19,2006.0,2,487,0.33,0.67
3043,4,2010.0,3,524,0.0,0.67
3044,0,1981.0,0,305,0.63,0.67
3045,4,2007.0,1,85,0.33,0.67
3046,28,2012.0,10,138,0.51,0.67
3047,17,2014.0,8,493,0.25,0.67
3048,13,2010.0,9,138,0.01,0.67
3050,4,2006.0,3,227,0.0,0.66
3051,15,1999.0,9,493,0.37,0.66
3052,29,2004.0,10,138,0.49,0.66
3053,17,2008.0,10,524,0.31,0.66
3054,27,2014.0,0,547,0.35,0.66
3055,16,2007.0,10,21,0.55,0.66
3056,16,2003.0,10,455,0.32,0.66
3057,16,2007.0,2,53,0.26,0.66
3058,15,1998.0,10,138,0.37,0.66
3059,15,2001.0,7,138,0.37,0.66
3060,16,2002.0,10,138,0.32,0.66
3061,29,2003.0,0,487,0.48,0.66
3062,16,2006.0,11,53,0.55,0.66
3063,28,2009.0,10,138,0.51,0.66
3064,16,2000.0,10,275,0.0,0.66
3065,7,2005.0,4,21,0.52,0.66
3066,26,2012.0,5,347,0.0,0.66
3067,6,2003.0,7,144,0.0,0.66
3068,6,2004.0,1,296,0.47,0.66
3069,17,2013.0,4,524,0.14,0.66
3070,13,2013.0,3,524,0.35,0.66
3071,16,2004.0,2,85,0.32,0.66
3072,15,1998.0,7,455,0.37,0.66
3073,13,2010.0,11,445,0.02,0.66
3074,17,2010.0,0,525,0.06,0.66
3075,4,2007.0,4,359,0.28,0.66
3076,19,2010.0,0,126,0.27,0.66
3077,7,2003.0,9,138,0.43,0.66
3078,17,2008.0,10,138,0.34,0.66
3079,0,1982.0,0,21,0.62,0.66
3080,20,2013.0,0,547,0.15,0.66
3081,26,2008.0,11,359,0.29,0.66
3082,6,2002.0,0,485,0.47,0.66
3083,16,2004.0,7,275,0.17,0.66
3084,19,2010.0,0,347,0.03,0.66
3085,6,2004.0,4,126,0.47,0.66
3086,15,1998.0,3,455,0.12,0.66
3087,29,2005.0,8,524,0.49,0.66
3088,19,2009.0,10,138,0.5,0.66
3089,19,2007.0,0,21,0.23,0.66
3090,4,2007.0,3,347,0.0,0.66
3091,18,2015.0,6,91,0.09,0.66
3092,28,2008.0,3,323,0.33,0.66
3093,15,1998.0,10,12,0.36,0.66
3094,27,2014.0,0,126,0.38,0.65
3095,17,2012.0,10,138,0.33,0.65
3096,16,2008.0,0,21,0.24,0.65
3097,17,2008.0,11,524,0.32,0.65
3098,30,2014.0,0,66,0.35,0.65
3099,28,2008.0,10,138,0.35,0.65
3100,16,2005.0,7,464,0.18,0.65
3101,7,2003.0,6,359,0.41,0.65
3102,16,2005.0,4,126,0.32,0.65
3103,19,2008.0,4,487,0.29,0.65
3104,6,2004.0,4,359,0.25,0.65
3105,4,2009.0,0,487,0.31,0.65
3106,16,2002.0,6,524,0.32,0.65
3107,26,2009.0,0,433,0.56,0.65
3108,6,2005.0,3,487,0.47,0.65
3109,15,1999.0,7,144,0.02,0.65
3110,4,2009.0,5,487,0.45,0.65
3111,18,2014.0,10,456,0.58,0.65
3112,28,2009.0,10,138,0.39,0.65
3113,6,2003.0,11,359,0.47,0.65
3114,4,2008.0,7,359,0.31,0.65
3115,15,1998.0,8,53,0.36,0.65
3116,16,2003.0,7,464,0.19,0.65
3117,16,2007.0,3,455,0.0,0.65
3118,0,1987.0,0,21,0.6,0.65
3119,16,2005.0,7,459,0.32,0.65
3120,16,2005.0,0,138,0.54,0.65
3121,16,2007.0,3,455,0.0,0.65
3122,15,2000.0,1,17,0.36,0.65
3123,19,2007.0,6,487,0.35,0.65
3124,26,2010.0,3,126,0.5,0.65
3125,17,2012.0,2,499,0.23,0.65
3126,19,2007.0,7,464,0.2,0.65
3127,16,2002.0,11,63,0.0,0.65
3128,17,2014.0,7,138,0.26,0.65
3129,26,2011.0,3,524,0.39,0.65
3130,4,2008.0,3,347,0.0,0.65
3131,17,2010.0,0,85,0.17,0.65
3132,13,2013.0,8,138,0.17,0.64
3133,4,2007.0,9,487,0.6,0.64
3134,16,2009.0,0,138,0.13,0.64
3135,6,2004.0,4,543,0.46,0.64
3136,30,2014.0,7,21,0.35,0.64
3137,16,2004.0,4,543,0.32,0.64
3138,19,2007.0,0,543,0.25,0.64
3139,17,2013.0,8,445,0.2,0.64
3140,16,2004.0,4,543,0.32,0.64
3142,29,2003.0,8,493,0.47,0.64
3143,28,2010.0,2,347,0.49,0.64
3144,16,2004.0,8,138,0.54,0.64
3145,30,2016.0,10,493,0.54,0.64
3146,17,2008.0,8,85,0.31,0.64
3147,28,2012.0,11,493,0.36,0.64
3148,2,2011.0,4,524,0.23,0.64
3149,18,2016.0,0,547,0.25,0.64
3150,29,2004.0,8,138,0.43,0.64
3151,16,2003.0,4,21,0.31,0.64
3152,28,2007.0,6,487,0.25,0.64
3153,29,2005.0,10,138,0.57,0.64
3154,13,2011.0,0,138,0.23,0.64
3155,28,2006.0,0,288,0.55,0.64
3156,10,1999.0,8,425,0.48,0.64
3157,10,1999.0,4,275,0.44,0.64
3158,10,1999.0,4,524,0.4,0.64
3160,28,2009.0,0,138,0.37,0.64
3161,29,2002.0,8,137,0.29,0.64
3162,16,2006.0,0,85,0.15,0.64
3163,17,2010.0,7,464,0.17,0.64
3164,4,2009.0,4,126,0.41,0.64
3165,17,2007.0,6,445,0.07,0.64
3167,20,2012.0,0,455,0.26,0.64
3168,6,2002.0,3,275,0.46,0.64
3169,17,2010.0,7,455,0.23,0.64
3170,17,2009.0,8,21,0.25,0.64
3171,16,2005.0,3,455,0.31,0.64
3172,18,2015.0,0,547,0.22,0.64
3173,17,2010.0,3,455,0.07,0.64
3174,10,1998.0,6,359,0.59,0.64
3175,10,2000.0,10,138,0.6,0.64
3176,17,2007.0,10,138,0.56,0.64
3177,28,2013.0,8,21,0.46,0.64
3178,26,2007.0,6,359,0.2,0.64
3179,26,2008.0,0,85,0.45,0.64
3180,16,2004.0,4,21,0.31,0.64
3181,17,2014.0,0,547,0.2,0.64
3182,26,2009.0,3,524,0.59,0.64
3183,26,2010.0,8,524,0.36,0.63
3184,16,2005.0,7,21,0.53,0.63
3185,15,1997.0,0,455,0.35,0.63
3186,16,2009.0,3,455,0.08,0.63
3187,28,2014.0,3,524,0.41,0.63
3188,17,2013.0,6,91,0.01,0.63
3189,28,2007.0,6,487,0.22,0.63
3190,29,2001.0,10,21,0.41,0.63
3191,15,1999.0,11,138,0.35,0.63
3192,29,2002.0,10,138,0.2,0.63
3193,28,2009.0,0,53,0.43,0.63
3195,16,2005.0,6,138,0.53,0.63
3196,17,2006.0,10,21,0.3,0.63
3197,6,2004.0,9,524,0.45,0.63
3198,17,2011.0,0,126,0.3,0.63
3199,17,2009.0,3,21,0.28,0.63
3200,19,2008.0,0,445,0.46,0.63
3201,2,2012.0,3,347,0.0,0.63
3202,4,2009.0,0,138,0.21,0.63
3203,10,1998.0,4,21,0.49,0.63
3204,23,1991.0,4,275,0.32,0.63
3205,26,2010.0,3,21,0.49,0.63
3206,2,2012.0,0,21,0.38,0.63
3207,28,2008.0,0,445,0.38,0.63
3208,26,2007.0,10,21,0.58,0.63
3209,16,2003.0,2,347,0.0,0.63
3210,17,2011.0,3,524,0.33,0.63
3211,4,2010.0,8,21,0.54,0.63
3212,18,2015.0,0,455,0.23,0.63
3213,16,2002.0,4,455,0.12,0.63
3214,26,2009.0,8,359,0.43,0.63
3215,0,1982.0,0,526,0.58,0.63
3216,28,2009.0,8,21,0.34,0.63
3218,13,2011.0,9,138,0.4,0.63
3219,30,2014.0,6,524,0.24,0.63
3220,4,2009.0,11,524,0.31,0.63
3221,2,2016.0,7,464,0.0,0.63
3222,28,2012.0,6,445,0.2,0.63
3223,16,2007.0,7,499,0.22,0.63
3224,16,2001.0,10,138,0.31,0.63
3225,19,2009.0,7,193,0.18,0.63
3226,15,1997.0,7,462,0.0,0.63
3227,28,2011.0,10,138,0.4,0.63
3228,16,2006.0,0,85,0.11,0.63
3229,15,2000.0,10,138,0.35,0.63
3230,26,2009.0,9,487,0.41,0.63
3231,30,2015.0,0,547,0.35,0.63
3232,17,2009.0,8,66,0.22,0.63
3233,4,2009.0,6,138,0.26,0.63
3234,15,2000.0,4,21,0.35,0.63
3235,7,2002.0,3,347,0.48,0.63
3236,23,1993.0,11,499,0.3,0.62
3237,21,1995.0,8,445,0.0,0.62
3239,29,2005.0,10,21,0.4,0.62
3240,15,1996.0,2,17,0.35,0.62
3241,28,2010.0,0,524,0.3,0.62
3242,17,2010.0,8,445,0.21,0.62
3243,16,2002.0,7,524,0.16,0.62
3244,15,1997.0,10,455,0.35,0.62
3245,17,2009.0,7,120,0.22,0.62
3246,7,2006.0,10,138,0.48,0.62
3247,13,2014.0,8,524,0.15,0.62
3248,0,1982.0,8,53,0.58,0.62
3249,29,2003.0,10,138,0.47,0.62
3250,2,2011.0,0,126,0.29,0.62
3251,17,2014.0,10,275,0.1,0.62
3252,30,2015.0,8,493,0.36,0.62
3253,16,2004.0,4,487,0.3,0.62
3254,17,2013.0,0,120,0.26,0.62
3255,17,2011.0,0,525,0.0,0.62
3256,4,2008.0,1,126,0.35,0.62
3257,7,2003.0,0,85,0.38,0.62
3258,6,2004.0,9,138,0.37,0.62
3259,10,1999.0,6,138,0.4,0.62
3260,20,2012.0,10,138,0.17,0.62
3261,15,2000.0,4,137,0.34,0.62
3262,4,2010.0,3,21,0.58,0.62
3263,16,2004.0,10,400,0.3,0.62
3264,26,2007.0,0,487,0.57,0.62
3265,17,2014.0,0,275,0.14,0.62
3266,0,1982.0,0,552,0.58,0.62
3267,17,2011.0,2,347,0.27,0.62
3268,19,2009.0,2,487,0.25,0.62
3269,15,1999.0,10,13,0.21,0.62
3270,16,2004.0,6,137,0.3,0.62
3271,5,1995.0,5,359,0.0,0.62
3272,7,2003.0,3,347,0.48,0.62
3273,18,2014.0,3,524,0.34,0.62
3274,21,1996.0,2,445,0.0,0.62
3275,23,1996.0,7,465,0.0,0.62
3276,28,2008.0,4,487,0.29,0.62
3277,13,1998.0,0,137,0.59,0.62
3278,2,2012.0,1,347,0.0,0.62
3279,4,2011.0,7,464,0.0,0.62
3280,10,1998.0,10,17,0.59,0.62
3281,15,2001.0,11,63,0.0,0.62
3282,17,2006.0,6,455,0.0,0.61
3283,26,2009.0,7,430,0.33,0.61
3284,17,2008.0,10,493,0.56,0.61
3285,16,2008.0,3,455,0.0,0.61
3286,18,2015.0,10,138,0.35,0.61
3287,18,2014.0,8,138,0.21,0.61
3288,29,2002.0,10,323,0.46,0.61
3289,16,2006.0,0,499,0.02,0.61
3290,17,2013.0,0,499,0.12,0.61
3291,26,2010.0,3,126,0.39,0.61
3292,6,2005.0,3,487,0.44,0.61
3293,16,2002.0,8,485,0.3,0.61
3294,6,2004.0,4,199,0.44,0.61
3295,26,2010.0,3,493,0.35,0.61
3296,28,2009.0,10,21,0.46,0.61
3297,27,2013.0,3,524,0.33,0.61
3298,2,2011.0,9,6,0.5,0.61
3299,6,2004.0,3,296,0.44,0.61
3300,16,2003.0,8,347,0.3,0.61
3301,26,2010.0,10,21,0.58,0.61
3302,4,2007.0,3,359,0.0,0.61
3303,28,2010.0,10,275,0.09,0.61
3304,26,2008.0,4,359,0.24,0.61
3305,15,1998.0,4,138,0.34,0.61
3306,17,2011.0,8,445,0.09,0.61
3307,4,2008.0,9,138,0.31,0.61
3308,29,2005.0,8,138,0.37,0.61
3309,15,1997.0,8,177,0.34,0.61
3310,26,2010.0,3,347,0.47,0.61
3311,19,2009.0,4,455,0.18,0.61
3312,28,2008.0,10,66,0.56,0.61
3313,4,2007.0,9,138,0.33,0.61
3314,28,2009.0,10,461,0.56,0.61
3315,4,2008.0,9,524,0.56,0.61
3316,28,2010.0,6,126,0.32,0.61
3317,6,2005.0,7,359,0.27,0.61
3318,6,2002.0,10,138,0.44,0.61
3319,15,1999.0,0,137,0.34,0.61
3320,6,2005.0,0,138,0.44,0.61
3321,6,2004.0,0,53,0.44,0.61
3322,7,2001.0,10,138,0.47,0.61
3323,26,2009.0,3,21,0.33,0.61
3324,26,2008.0,3,126,0.37,0.61
3325,6,2001.0,0,21,0.43,0.61
3326,10,1999.0,10,138,0.58,0.61
3327,28,2007.0,0,21,0.51,0.61
3328,6,2002.0,3,359,0.43,0.61
3329,4,2008.0,9,138,0.34,0.61
3330,16,2003.0,2,53,0.5,0.61
3331,28,2010.0,2,524,0.31,0.61
3332,28,2009.0,8,524,0.3,0.61
3333,26,2009.0,11,359,0.11,0.6
3334,6,2003.0,10,21,0.43,0.6
3335,20,2011.0,10,455,0.19,0.6
3336,6,2004.0,6,296,0.43,0.6
3337,16,2005.0,4,445,0.5,0.6
3338,7,2001.0,6,359,0.4,0.6
3339,16,2003.0,2,137,0.3,0.6
3340,29,2005.0,2,138,0.42,0.6
3341,19,2010.0,7,85,0.0,0.6
3342,4,2007.0,0,445,0.28,0.6
3343,16,2007.0,10,493,0.5,0.6
3344,26,2011.0,0,126,0.36,0.6
3345,27,2013.0,0,126,0.33,0.6
3347,4,2009.0,3,359,0.18,0.6
3348,17,2009.0,10,21,0.38,0.6
3349,2,2015.0,0,547,0.31,0.6
3350,17,2011.0,1,138,0.22,0.6
3351,18,2014.0,0,547,0.12,0.6
3352,15,1995.0,7,275,0.21,0.6
3353,16,2009.0,4,455,0.13,0.6
3354,16,2001.0,6,524,0.29,0.6
3355,19,2009.0,0,524,0.22,0.6
3356,16,2006.0,0,487,0.5,0.6
3357,21,1997.0,5,97,0.0,0.6
3358,16,2001.0,8,543,0.29,0.6
3359,30,2014.0,0,464,0.34,0.6
3360,10,2000.0,6,359,0.37,0.6
3361,10,1997.0,10,275,0.09,0.6
3362,27,2013.0,4,21,0.4,0.6
3363,16,2001.0,6,241,0.29,0.6
3364,26,2008.0,3,126,0.32,0.6
3365,15,2002.0,2,347,0.0,0.6
3366,15,1998.0,9,275,0.0,0.6
3367,28,2005.0,6,323,0.49,0.6
3368,17,2012.0,11,493,0.24,0.6
3369,28,2010.0,6,21,0.25,0.6
3370,15,1998.0,1,138,0.33,0.6
3371,2,2012.0,0,547,0.55,0.6
3372,23,1995.0,11,465,0.0,0.6
3373,17,2010.0,10,138,0.4,0.6
3374,28,2012.0,1,323,0.38,0.6
3375,28,2008.0,3,138,0.34,0.6
3376,18,2014.0,0,126,0.26,0.6
3377,16,2007.0,10,461,0.29,0.6
3378,4,2004.0,6,524,0.31,0.6
3379,17,2010.0,2,455,0.29,0.6
3380,16,2003.0,11,63,0.0,0.6
3381,4,2005.0,5,359,0.26,0.6
3382,13,2008.0,0,138,0.0,0.59
3383,16,2004.0,6,487,0.29,0.59
3384,20,2012.0,4,524,0.13,0.59
3385,28,2012.0,10,445,0.07,0.59
3386,28,2008.0,10,445,0.15,0.59
3387,16,2005.0,11,63,0.0,0.59
3388,26,2010.0,3,487,0.56,0.59
3389,15,1997.0,10,275,0.0,0.59
3390,13,2011.0,0,524,0.15,0.59
3391,15,1998.0,10,138,0.33,0.59
3392,15,2001.0,3,455,0.33,0.59
3393,7,2002.0,8,138,0.46,0.59
3394,4,2009.0,7,464,0.23,0.59
3395,26,2008.0,0,445,0.31,0.59
3396,17,2010.0,8,464,0.17,0.59
3397,15,2000.0,10,325,0.33,0.59
